,width,height,time,cluster_id,mouse_id
0,27.502969502307014,15.988881632805798,76.0,cluster2,306046
1,24.683710564082386,19.70414504215725,76.0,cluster2,306046
2,22.674815838516725,17.971564435809388,64.0,cluster2,306046
3,12.473573023000505,15.156656260502837,62.0,cluster2,306046
4,16.397501876288473,17.239004159851127,68.0,cluster2,306046
5,17.91255850239791,14.086920856926145,70.0,cluster2,306046
6,13.151162794679742,14.489931961609052,60.0,cluster2,306046
7,15.501053684139407,17.766844805426064,64.0,cluster2,306046
8,20.026706804171507,16.03241233582101,64.0,cluster2,306046
9,13.254436877467697,7.440050958528185,166.0,cluster2,306046
10,13.189219641305854,12.232879878432392,60.0,cluster2,306046
11,20.223129622588576,6.626935079541152,66.0,cluster2,306046
12,13.733544416028508,14.812956881907986,68.0,cluster2,306046
13,20.756220054244285,14.088251912164145,62.0,cluster2,306046
14,22.070094620738494,15.322404604127351,66.0,cluster2,306046
15,13.243725618874073,15.693228737670488,58.0,cluster2,306046
16,15.540936252544164,17.88512646670933,62.0,cluster2,306046
17,14.177608224906514,21.135189518428042,62.0,cluster2,306046
18,36.460229402923595,13.807374704781152,86.0,cluster2,306046
19,24.186336797937972,17.35285523111833,76.0,cluster2,306046
20,13.159361756735041,21.32513102505559,62.0,cluster2,306046
21,14.710014938415405,16.797839769846203,64.0,cluster2,306046
22,15.356669878314012,20.26279580283683,58.0,cluster2,306046
23,15.298781910736182,18.408806901204276,64.0,cluster2,306046
24,24.75524356901699,10.268727201310792,154.0,cluster2,306046
25,16.812253509675845,16.994709195196595,58.0,cluster2,306046
26,14.008049409969981,20.290626248039885,64.0,cluster2,306046
27,14.279799359753977,17.23817434523223,60.0,cluster2,306046
28,15.520624957376953,9.807269847607301,174.0,cluster2,306046
29,14.6592238342621,15.91868559999347,64.0,cluster2,306046
30,14.021743146370792,17.107873055664836,62.0,cluster2,306046
31,12.983172278059389,17.967766973089457,60.0,cluster2,306046
32,15.856688723633845,19.851168834050583,66.0,cluster2,306046
33,11.750803080814514,3.6995908470713506,134.0,cluster2,306046
34,12.293680822903568,8.445387994086726,168.0,cluster2,306046
35,10.860898010891898,16.49308484318665,58.0,cluster2,306046
36,11.770216452841787,16.85801929765114,58.0,cluster2,306046
37,16.47816855190078,13.513095752039263,64.0,cluster2,306046
38,10.991979367368366,12.928366459185929,64.0,cluster2,306046
39,11.468981655116838,9.706983520702552,68.0,cluster2,306046
40,16.632399607698495,14.565866127247755,60.0,cluster2,306046
41,15.337853425146427,17.734535641488495,66.0,cluster2,306046
42,12.27240057845242,11.474783887936344,156.0,cluster2,306046
